pdf,output
pdfs/10.1016@S0031-9422(00)89347-4.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Pinoresinol dimethyl ether"",        ""bioActivity"": """",        ""collectionSpecies"": ""Araucaria angustifolia"",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Secoisolariciresinol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Araucaria angustifolia"",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Lariciresinol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Araucaria angustifolia"",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""Isolariciresinol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Araucaria angustifolia"",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""Isolariciresinol-4'-methyl ether"",        ""bioActivity"": """",        ""collectionSpecies"": ""Araucaria angustifolia"",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""Matairesinol"",        ""bioActivity"": """",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": """"    }}"
pdfs/10.1016@S0014-5793(02)02700-X.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""6-(1,1-Dimethylallyl)-2-(1-hydroxy-1-methylethyl)-2,3-dihydro-7H-furo[3,2-g]chromen-7-one"",        ""bioActivity"": ""Inhibitor concentration required for 50% inhibition of enzymatic activity (IC50) of 64 WM against T. cruzi gGAPDH"",        ""collectionSpecies"": ""Pilocarpus spicatus (Rutaceae)"",        ""collectionSite"": ""The geographical origin of the collection site is not specified in the provided text."",        ""collectionType"": ""The molecule chalepin was isolated through extraction using organic solvents and various chromatographic techniques.""    }}"
pdfs/10.1016@S0031-9422(00)85161-4.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""2-Hydroxyxanthone"",    ""bioActivity"": """",    ""collectionSpecies"": ""Kielmeyera excelsa Camb."",    ""collectionSite"": ""humid tropical forest of the Atlantic coast"",    ""collectionType"": ""Isolated from the wood""  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""1,7-Dihydroxyxanthone"",    ""bioActivity"": """",    ""collectionSpecies"": ""Kielmeyera excelsa Camb."",    ""collectionSite"": ""humid tropical forest of the Atlantic coast"",    ""collectionType"": ""Isolated from the wood""  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""1-Hydroxy-7-methoxyxanthone"",    ""bioActivity"": """",    ""collectionSpecies"": ""Kielmeyera excelsa Camb."",    ""collectionSite"": ""humid tropical forest of the Atlantic coast"",    ""collectionType"": ""Isolated from the wood""  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""2-Hydroxy-1-methoxyxanthone"",    ""bioActivity"": """",    ""collectionSpecies"": ""Kielmeyera excelsa Camb."",    ""collectionSite"": ""humid tropical forest of the Atlantic coast"",    ""collectionType"": ""Isolated from the wood""  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""2,8-Dihydroxy-1-methoxyxanthone"",    ""bioActivity"": """",    ""collectionSpecies"": ""Kielmeyera excelsa Camb."",    ""collectionSite"": ""humid tropical forest of the Atlantic coast"",    ""collectionType"": ""Isolated from the wood""  },  ""Molecule_6"": {    ""IUPAC_nomenclature"": ""1,2-Methylenedioxyxanthone"",    ""bioActivity"": """",    ""collectionSpecies"": ""Kielmeyera excelsa Camb."",    ""collectionSite"": ""humid tropical forest of the Atlantic coast"",    ""collectionType"": ""Isolated from the wood""  }}"
pdfs/10.1016@S0031-9422(00)80552-X.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Catharinensine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera catharinensis"",        ""collectionSite"": ""State of Paraná, Brazil"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Coronaridine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera catharinensis"",        ""collectionSite"": ""State of Paraná, Brazil"",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Isovoacangine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera catharinensis"",        ""collectionSite"": ""State of Paraná, Brazil"",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""Heyneanine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera catharinensis"",        ""collectionSite"": ""State of Paraná, Brazil"",        ""collectionType"": """"    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""16-epi-Affinine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera catharinensis"",        ""collectionSite"": ""State of Paraná, Brazil"",        ""collectionType"": """"    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""Decarbomethoxyvoacamine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera catharinensis"",        ""collectionSite"": ""State of Paraná, Brazil"",        ""collectionType"": """"    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": ""Conodurine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peschiera catharinensis"",        ""collectionSite"": ""State of Paraná, Brazil"",        ""collectionType"": """"    }}"
pdfs/10.1016@S0031-9422(01)00315-6.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""4-Hydroxy-7-epi-chuchuhuanine E-V"",        ""bioActivity"": ""LC50 99.0 µg/mL in the brine shrimp toxicity test; not specified for other activities"",        ""collectionSpecies"": ""Peritassa campestris (Hippocrateaceae)"",        ""collectionSite"": ""Savanna Reserve at Universidade Federal de São Carlos"",        ""collectionType"": ""Isolated from methanol and ethyl acetate extracts of the roots""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Forrestine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peritassa campestris (Hippocrateaceae)"",        ""collectionSite"": ""Savanna Reserve at Universidade Federal de São Carlos"",        ""collectionType"": ""Isolated from ethyl acetate extract of the roots""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Wilforine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peritassa campestris (Hippocrateaceae)"",        ""collectionSite"": ""Savanna Reserve at Universidade Federal de São Carlos"",        ""collectionType"": ""Isolated from methanol extract of the roots""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""Euojaponine F"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peritassa campestris (Hippocrateaceae)"",        ""collectionSite"": ""Savanna Reserve at Universidade Federal de São Carlos"",        ""collectionType"": ""Isolated from methanol and ethyl acetate extracts of the roots""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""Wilforjine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peritassa campestris (Hippocrateaceae)"",        ""collectionSite"": ""Savanna Reserve at Universidade Federal de São Carlos"",        ""collectionType"": ""Isolated from methanol extract of the roots""    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""Wilforzine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peritassa campestris (Hippocrateaceae)"",        ""collectionSite"": ""Savanna Reserve at Universidade Federal de São Carlos"",        ""collectionType"": ""Isolated from methanol extract of the roots""    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": ""Neowilforine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peritassa campestris (Hippocrateaceae)"",        ""collectionSite"": ""Savanna Reserve at Universidade Federal de São Carlos"",        ""collectionType"": ""Isolated from ethyl acetate extract of the roots""    },    ""Molecule_8"": {        ""IUPAC_nomenclature"": ""Euonimine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peritassa campestris (Hippocrateaceae)"",        ""collectionSite"": ""Savanna Reserve at Universidade Federal de São Carlos"",        ""collectionType"": ""Isolated from ethyl acetate extract of the roots""    },    ""Molecule_9"": {        ""IUPAC_nomenclature"": ""Ebenifoline E-I"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peritassa campestris (Hippocrateaceae)"",        ""collectionSite"": ""Savanna Reserve at Universidade Federal de São Carlos"",        ""collectionType"": ""Isolated from methanol extract of the roots""    },    ""Molecule_10"": {        ""IUPAC_nomenclature"": ""Euonine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Peritassa campestris (Hippocrateaceae)"",        ""collectionSite"": ""Savanna Reserve at Universidade Federal de São Carlos"",        ""collectionType"": ""Isolated from ethyl acetate extract of the roots""    }}"
pdfs/10.1016@S0031-9422(00)84061-3.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""(+)-aspidospermine"",        ""bioActivity"": ""hypotensive effect on arterial blood pressure of the dog"",        ""collectionSpecies"": ""Aspidosperma pyrifolium"",        ""collectionSite"": ""Sobral, Ceará, Brazil"",        ""collectionType"": ""Isolated from root bark""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""6-demethoxypyrifoline"",        ""bioActivity"": ""associates as a biosynthetic byproduct of pyrifoline"",        ""collectionSpecies"": ""Aspidosperma pyrifolium"",        ""collectionSite"": ""Sobral, Ceará, Brazil"",        ""collectionType"": ""spectral data comparison suggest this structure""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""pyrifoline"",        ""bioActivity"": ""hypotensive effect on arterial blood pressure of the dog"",        ""collectionSpecies"": ""Aspidosperma pyrifolium"",        ""collectionSite"": ""Sobral, Ceará, Brazil"",        ""collectionType"": ""Isolated from ethanolic extract of the leaves""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""aspidofiline"",        ""bioActivity"": """",        ""collectionSpecies"": ""Aspidosperma pyrifolium"",        ""collectionSite"": """",        ""collectionType"": ""comparison with an authentic sample from leaves""    }}"
pdfs/10.1021@np9004079.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Caseobliquin A"",        ""bioActivity"": ""Cytotoxic activity against human tumor cell lines; however, IC50 values were >5 µM indicating low or no activity in the tests carried out."",        ""collectionSpecies"": ""Casearia obliqua"",        ""collectionSite"": ""Campinas municipality, São Paulo, Brazil"",        ""collectionType"": ""Extracted from twigs""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Caseobliquin B"",        ""bioActivity"": ""Not explicitly tested in the provided document, but similar cytotoxicity could be inferred as it's structurally related to Molecule_1."",        ""collectionSpecies"": ""Casearia obliqua"",        ""collectionSite"": ""Campinas municipality, São Paulo, Brazil"",        ""collectionType"": ""Extracted from twigs""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""rel-6/betatwo-hydroxyzuelanin-2 /betatwo-benzoate"",        ""bioActivity"": ""Significant cytotoxicity against four cancer cell lines (HL-60, HCT-8, MDA/MB-435, and SF-295), with IC50 values ranging from 0.13 to 1.0 µM"",        ""collectionSpecies"": ""Casearia obliqua"",        ""collectionSite"": ""Campinas municipality, São Paulo, Brazil"",        ""collectionType"": ""Extracted from leaves""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""rel-2R-hydroxyzuelanin-6 /betatwo-benzoate"",        ""bioActivity"": ""Significant cytotoxicity against human tumor cell lines as part of a mixture with Molecule_3, with similar IC50 values."",        ""collectionSpecies"": ""Casearia obliqua"",        ""collectionSite"": ""Campinas municipality, São Paulo, Brazil"",        ""collectionType"": ""Extracted from leaves""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""2 /betatwo-hydroxyzuelanin-6 /betatwo-cinnamate"",        ""bioActivity"": ""Cytotoxic activity against human tumor cell lines; however, IC50 values were >5 µM indicating low or no activity in the tests carried out."",        ""collectionSpecies"": ""Casearia obliqua"",        ""collectionSite"": ""Campinas municipality, São Paulo, Brazil"",        ""collectionType"": ""Extracted from leaves""    }}"
pdfs/10.1016@0031-9422(74)80100-7.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""2-Hydroxy-3-(2’-hydroxyisopropyl)-8-methoxymethyl-5-methyl-1-oxo-1,2,3,4-tetrahydronaphthalene"",        ""bioActivity"": """",        ""collectionSpecies"": ""Emmotum nitens (Benth.) Miers (Icacinaceae)"",        ""collectionSite"": ""Vicinity of Diamantina in the Brazilian state of Minas Gerais"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""2-Hydroxy-5-hydroxymethyl-3-(2’-hydroxyisopropyl)-8-methoxymethyl-1-oxo-1,2,3,4-tetrahydronaphthalene"",        ""bioActivity"": """",        ""collectionSpecies"": ""Emmotum nitens (Benth.) Miers (Icacinaceae)"",        ""collectionSite"": ""Vicinity of Diamantina in the Brazilian state of Minas Gerais"",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""1,2-Dihydroxy-8-formyl-3-isopropyl-5-methylnaphthalene"",        ""bioActivity"": """",        ""collectionSpecies"": ""Emmotum nitens (Benth.) Miers (Icacinaceae)"",        ""collectionSite"": ""Vicinity of Diamantina in the Brazilian state of Minas Gerais"",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""8-Carboxy-1,2-dihydroxy-3-(2’-hydroxyisopropyl)-5-methylnaphthalene γ-lactone"",        ""bioActivity"": """",        ""collectionSpecies"": ""Emmotum nitens (Benth.) Miers (Icacinaceae)"",        ""collectionSite"": ""Vicinity of Diamantina in the Brazilian state of Minas Gerais"",        ""collectionType"": """"    }}"
pdfs/10.1016@S0031-9422(00)84426-X.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""olivantin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Aspidosperma campus-bellus A. P. Duarte"",        ""collectionSite"": ""Campos Belos, Goiás, Brazil"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""aspidoalbine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Aspidosperma desmanthum Benth. ex Müll.-Arg."",        ""collectionSite"": ""IPEAN, Belém, Pará, Brazil"",        ""collectionType"": ""Direct crystallization from MeOH""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""N-acetyl analogue of aspidoalbine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Aspidosperma desmanthum Benth. ex Müll.-Arg."",        ""collectionSite"": ""IPEAN, Belém, Pará, Brazil"",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""uleine"",        ""bioActivity"": ""used to explore chemical transformations into analogues of antischistosomicidal drugs (preazaquinone methides)"",        ""collectionSpecies"": ""Aspidosperma formosanum A. P. Duarte"",        ""collectionSite"": ""Formosa, Goiás, Brazil"",        ""collectionType"": ""Direct crystallization from MeOH, or various chromatographic methods""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""3-epiuleine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Aspidosperma formosanum A. P. Duarte"",        ""collectionSite"": ""Formosa, Goiás, Brazil"",        ""collectionType"": ""Basic Al2O3 III eluting with hexane-C6H6""    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""1,13-dihydro-13-hydroxyuleine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Aspidosperma formosanum A. P. Duarte"",        ""collectionSite"": ""Formosa, Goiás, Brazil"",        ""collectionType"": ""EtOAc-soluble fraction over basic Al2O3 III eluting with EtOAc-MeOH""    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": ""(+)-aspidocarpine"",        ""bioActivity"": """",        ""collectionSpecies"": ""Aspidosperma formosanum A. P. Duarte"",        ""collectionSite"": ""Formosa, Goiás, Brazil"",        ""collectionType"": ""Basic Al2O3 III eluting with toluene to toluene-EtOAc""    },    ""Molecule_8"": {        ""IUPAC_nomenclature"": ""lichexanthone"",        ""bioActivity"": """",        ""collectionSpecies"": ""Aspidosperma formosanum A. P. Duarte"",        ""collectionSite"": ""Formosa, Goiás, Brazil"",        ""collectionType"": ""Direct crystallization from MeOH or Florisil eluting with CHCl3""    },    ""Molecule_9"": {        ""IUPAC_nomenclature"": ""phthalimide"",        ""bioActivity"": """",        ""collectionSpecies"": ""Aspidosperma formosanum A. P. Duarte"",        ""collectionSite"": ""Formosa, Goiás, Brazil"",        ""collectionType"": ""Florisil eluting with CHCl3-EtOAc""    },    ""Molecule_10"": {        ""IUPAC_nomenclature"": ""euxylophoricine F"",        ""bioActivity"": ""Suggested as biogenetic precursor of euxylophoricines A and C and paraensine"",        ""collectionSpecies"": ""Euxylophora paraensis Hub."",        ""collectionSite"": """",        ""collectionType"": ""Silica gel chromatography of the mother liquors from the crystallization of 1-hydroxyrutaecarpine""    }}"
pdfs/10.1590@S0100-40422005000600011.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""ácido 2-hexilideno-3-metilbutanodióico"",    ""bioActivity"": ""Active against Cladosporium cladosporioides and Cladosporium sphaerospermum (antifungal)"",    ""collectionSpecies"": ""Xylaria sp."",    ""collectionSite"": ""Estação Ecológica Experimental de Mogi-Guaçú, São Paulo, Brazil"",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""citocalasina D"",    ""bioActivity"": ""Active against Cladosporium cladosporioides and Cladosporium sphaerospermum (antifungal)"",    ""collectionSpecies"": ""Xylaria sp."",    ""collectionSite"": ""Estação Ecológica Experimental de Mogi-Guaçú, São Paulo, Brazil"",    ""collectionType"": """"  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""7-declorogriseofulvina"",    ""bioActivity"": """",    ""collectionSpecies"": ""Xylaria sp."",    ""collectionSite"": ""Estação Ecológica Experimental de Mogi-Guaçú, São Paulo, Brazil"",    ""collectionType"": """"  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""citocalasina B"",    ""bioActivity"": """",    ""collectionSpecies"": ""Xylaria sp."",    ""collectionSite"": ""Estação Ecológica Experimental de Mogi-Guaçú, São Paulo, Brazil"",    ""collectionType"": """"  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""griseofulvina"",    ""bioActivity"": ""Known as a powerful antifungal agent used commercially, but no antifungal activity reported in this specific test against Cladosporium cladosporioides and Cladosporium sphaerospermum"",    ""collectionSpecies"": ""Xylaria sp."",    ""collectionSite"": ""Estação Ecológica Experimental de Mogi-Guaçú, São Paulo, Brazil"",    ""collectionType"": """"  }}"
pdfs/10.1016@j.biortech.2010.01.041.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""3,4-dihydroxybenzoic acid geranyl ester"",        ""bioActivity"": ""Weak inhibition of protease (subtilisin and pepsin)"",        ""collectionSpecies"": ""Piper crassinervium (Piperaceae)"",        ""collectionSite"": ""Araraquara, SP, Brazil"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""p-hydroxybenzoic acid geranyl ester"",        ""bioActivity"": ""Weak inhibition of protease (subtilisin and pepsin)"",        ""collectionSpecies"": ""Piper crassinervium (Piperaceae)"",        ""collectionSite"": ""Araraquara, SP, Brazil"",        ""collectionType"": ""Biotransformation Product""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""3,4-dihydroxybenzoic acid geranyl ester"",        ""bioActivity"": ""Weak inhibition of protease (subtilisin and pepsin)"",        ""collectionSpecies"": ""Piper crassinervium (Piperaceae)"",        ""collectionSite"": ""Araraquara, SP, Brazil"",        ""collectionType"": ""Biotransformation Product""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""4- O-geranyl-3-hydroxybenzoic acid"",        ""bioActivity"": """",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""3- O-geranyl-4-hydroxybenzoic acid"",        ""bioActivity"": """",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": """"    }}"
pdfs/10.1590@S0103-50532005000800007.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Unknown"",        ""bioActivity"": ""Not mentioned"",        ""collectionSpecies"": ""Spiranthera odoratissima"",        ""collectionSite"": ""Cuiabá-Barão de Melgaço road (Km 1), December 1999"",        ""collectionType"": ""methanol extract""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Unknown"",        ""bioActivity"": ""Not mentioned"",        ""collectionSpecies"": ""Spiranthera odoratissima"",        ""collectionSite"": ""Cuiabá-Barão de Melgaço road (Km 1), December 1999"",        ""collectionType"": ""methanol extract""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""limonin"",        ""bioActivity"": ""Not mentioned"",        ""collectionSpecies"": ""Spiranthera odoratissima"",        ""collectionSite"": ""Cuiabá-Barão de Melgaço road (Km 1), December 1999"",        ""collectionType"": ""methanol and dichloromethane extracts""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""rutaecarpine"",        ""bioActivity"": ""Not mentioned"",        ""collectionSpecies"": ""Spiranthera odoratissima"",        ""collectionSite"": ""Cuiabá-Barão de Melgaço road (Km 1), December 1999"",        ""collectionType"": ""methanol extract""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""evodiamine"",        ""bioActivity"": ""Not mentioned"",        ""collectionSpecies"": ""Spiranthera odoratissima"",        ""collectionSite"": ""Cuiabá-Barão de Melgaço road (Km 1), December 1999"",        ""collectionType"": ""methanol extract""    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""1-hydroxyrutaecarpine"",        ""bioActivity"": ""Not mentioned"",        ""collectionSpecies"": ""Spiranthera odoratissima"",        ""collectionSite"": ""Cuiabá-Barão de Melgaço road (Km 1), December 1999"",        ""collectionType"": ""methanol extract""    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": ""aurapten"",        ""bioActivity"": ""Not mentioned"",        ""collectionSpecies"": ""Spiranthera odoratissima"",        ""collectionSite"": ""Cuiabá-Barão de Melgaço road (Km 1), December 1999"",        ""collectionType"": ""methanol and dichloromethane extracts""    },    ""Molecule_8"": {        ""IUPAC_nomenclature"": ""β-sitosterol"",        ""bioActivity"": ""Not mentioned"",        ""collectionSpecies"": ""Spiranthera odoratissima"",        ""collectionSite"": ""Cuiabá-Barão de Melgaço road (Km 1), December 1999"",        ""collectionType"": ""dichloromethane extract""    },    ""Molecule_9"": {        ""IUPAC_nomenclature"": ""γ-fagarine"",        ""bioActivity"": ""Not mentioned"",        ""collectionSpecies"": ""Spiranthera odoratissima"",        ""collectionSite"": ""Cuiabá-Barão de Melgaço road (Km 1), December 1999"",        ""collectionType"": ""dichloromethane extract""    },    ""Molecule_10"": {        ""IUPAC_nomenclature"": ""dictamnine"",        ""bioActivity"": ""Not mentioned"",        ""collectionSpecies"": ""Spiranthera odoratissima"",        ""collectionSite"": ""Cuiabá-Barão de Melgaço road (Km 1), December 1999"",        ""collectionType"": ""dichloromethane extract""    },    ""Molecule_11"": {        ""IUPAC_nomenclature"": ""skimmianine"",        ""bioActivity"": ""Not mentioned"",        ""collectionSpecies"": ""Spiranthera odoratissima"",        ""collectionSite"": ""Cuiabá-Barão de Melgaço road (Km 1), December 1999"",        ""collectionType"": ""methanol and dichloromethane extracts""    }}"
pdfs/10.1002@bscb.19810900913.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Zoanthosterol"",        ""bioActivity"": ""Sterol composition indicative of potential algal origin"",        ""collectionSpecies"": ""Zoanthus sociatus (Hexacorallia, Zoanthidea)"",        ""collectionSite"": ""Cabo Frio, State of Rio de Janeiro, Brazil"",        ""collectionType"": ""Isolated from marine invertebrate""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Cholesterol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Zoanthus sociatus (Hexacorallia, Zoanthidea)"",        ""collectionSite"": ""Cabo Frio, State of Rio de Janeiro, Brazil"",        ""collectionType"": ""Isolated from marine invertebrate""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Chalinasterol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Zoanthus sociatus (Hexacorallia, Zoanthidea)"",        ""collectionSite"": ""Cabo Frio, State of Rio de Janeiro, Brazil"",        ""collectionType"": ""Isolated from marine invertebrate""    }}"
pdfs/10.1016@S0031-9422(00)88692-6.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Diasin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Croton diasii Pires (Euphorbiaceae)"",        ""collectionSite"": ""bank of igarape Aura, on the EMBRAPA property, Belem, Pará State"",        ""collectionType"": """"    }}"
pdfs/10.1590@S0103-50531998000100007.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""16βH,17βH,20αH-gibberell-1-en-7-one"",    ""bioActivity"": ""Not mentioned"",    ""collectionSpecies"": ""Almeidea coerulea"",    ""collectionSite"": ""Espírito Santo State, southeast of Brazil"",    ""collectionType"": ""Natural product""  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""Acetylhaplamine"",    ""bioActivity"": ""Not mentioned"",    ""collectionSpecies"": ""Almeidea coerulea"",    ""collectionSite"": ""Espírito Santo State, southeast of Brazil"",    ""collectionType"": ""Natural product""  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""16β,17β-dihydroxy-ent-kauran-19-oic acid"",    ""bioActivity"": ""Not mentioned"",    ""collectionSpecies"": ""Almeidea rubra"",    ""collectionSite"": ""Espírito Santo State, southeast of Brazil"",    ""collectionType"": ""Natural product""  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""Cleodane diterpenoid"",    ""bioActivity"": ""Not mentioned"",    ""collectionSpecies"": ""Almeidea rubra"",    ""collectionSite"": ""Espírito Santo State, southeast of Brazil"",    ""collectionType"": ""Natural product""  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""19-nor-clerodane"",    ""bioActivity"": ""Not mentioned"",    ""collectionSpecies"": ""Almeidea rubra"",    ""collectionSite"": ""Espírito Santo State, southeast of Brazil"",    ""collectionType"": ""Natural product""  },  ""Molecule_6"": {    ""IUPAC_nomenclature"": ""1β,2β-epoxy-19-nor-deacetylsalpichrolide E"",    ""bioActivity"": ""Not mentioned"",    ""collectionSpecies"": ""Almeidea rubra"",    ""collectionSite"": ""Espírito Santo State, southeast of Brazil"",    ""collectionType"": ""Natural product""  }}"
